regulatoryGene	targetGene	weight
FBgn0037045	FBgn0036545	0.0066524363816321
FBgn0003983	FBgn0032965	0.00665033990626188
FBgn0040508	FBgn0053725	0.00664999858707845
FBgn0037169	FBgn0037439	0.00664738515749415
FBgn0030586	FBgn0036638	0.00664525417768834
FBgn0266233	FBgn0265196	0.00664444817367925
FBgn0030625	FBgn0265196	0.00664444817367925
FBgn0020378	FBgn0035865	0.00664118113746547
FBgn0036952	FBgn0265309	0.00664094617671241
FBgn0061515	FBgn0265309	0.00664094617671241
FBgn0265185	FBgn0265309	0.00664094617671241
FBgn0015576	FBgn0265309	0.00664094617671241
FBgn0002535	FBgn0053852	0.00663618935260286
FBgn0034133	FBgn0053852	0.00663618935260286
FBgn0037802	FBgn0053852	0.00663618935260286
FBgn0267539	FBgn0262807	0.0066325682267004
FBgn0034144	FBgn0032664	0.0066311025736905
FBgn0051974	FBgn0265582	0.00662787107164677
FBgn0262102	FBgn0033096	0.00662437363653307
FBgn0030511	FBgn0040009	0.00662429663506757
FBgn0266308	FBgn0051624	0.00662253885994805
FBgn0266570	FBgn0036112	0.00662007416521108
FBgn0020626	FBgn0266882	0.0066150396684181
FBgn0266169	FBgn0053764	0.00660889998531356
FBgn0014023	FBgn0053764	0.00660889998531356
FBgn0030980	FBgn0053764	0.00660889998531356
FBgn0001967	FBgn0085336	0.00660839094168985
FBgn0026402	FBgn0263970	0.00659934820357157
FBgn0003295	FBgn0265766	0.00659451079866083
FBgn0028668	FBgn0031331	0.00659326858673811
FBgn0265095	FBgn0034822	0.00659081073582581
FBgn0002466	FBgn0033600	0.00658866463125457
FBgn0037299	FBgn0038218	0.00658689208475134
FBgn0262822	FBgn0267701	0.00658334726634342
FBgn0013812	FBgn0267701	0.00658334726634342
FBgn0011273	FBgn0042098	0.00658177432453649
FBgn0032965	FBgn0038069	0.00657510227936879
FBgn0041191	FBgn0038069	0.00657510227936879
FBgn0029648	FBgn0038069	0.00657510227936879
FBgn0030769	FBgn0038069	0.00657510227936879
FBgn0033431	FBgn0036872	0.00657318141980719
FBgn0259195	FBgn0036872	0.00657318141980719
FBgn0266962	FBgn0036872	0.00657318141980719
FBgn0034835	FBgn0042187	0.00657145798464408
